source,target,time_chf_variablelabel,gissi_hf_variablelabel,time_chf_categorical,gissi_hf_categorical,time_chf_visits,gissi_hf_visits,,somop_id,tomop_id,scode,slabel,tcode,tlabel,category,mapping type,source_visit,target_visit,source_type,source_unit,source_data_type,target_type,target_unit,target_data_type,Expert 1,Expert 2
bundeltakblok_18,f7_latobb,type of bundle branch block at visit18,Bundle branch block side at 18 month follow up,1=LBTB| 2=RBTB| 3= Anterior hemiblock| 4= posterior hemiblock| 5= RBRB+anterior hemiblock| 6= RBTB+posterior hemiblock| 7= aspecific intrtaventricular block,2 = left | 3=right,month 18,Visit7/18months,,313791,313791,snomed:6374002,bundle branch block,snomed:6374002,bundle branch block,measurement,exact match,follow-up 18 months,follow-up 18 months,multi_class_variable,,int,binary_class_variable,,int,1,1
causeofheartfailure,causc,Cause of heart failure,Main cause of HF,1 = Coronary artery disease|2 = Dilated cardiomyopathy| 3 = Valular heart disease|4 = Hypertensive heart disease|5=Other,2 = ischemic | 3 = dilatative cardiomyopathy | 4 = hypertension | 5 = alcohol | 6 = other | 7 = not determinable | 8 = unknown,month 0/ baseline,Visit1/baseline,,316139,316139,snomed:84114007,heart failure,snomed:84114007,heart failure,observation,exact match,baseline time,baseline time,multi_class_variable,,int,multi_class_variable,,int,1,1
copd,prebpco,history of Chronic obstructive pulmonary disease: note: study predates GOLD classification for COPD,Chronic Obstructive Pulmonary Disease at baseline,0=no| 1=mild| 2=moderate| 3=severe,2 = no | 3 = yes,month 0/ baseline,Visit1/baseline,,255573,255573,snomed:13645005,chronic obstructive lung disease,snomed:13645005,chronic obstructive pulmonary disease,condition_occurrence,cross domain approximate match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,1,1
copd01,prebpco,history of Chronic obstructive pulmonary disease Y/N,Chronic Obstructive Pulmonary Disease at baseline,1=yes|0=no,2 = no | 3 = yes,month 0/ baseline,Visit1/baseline,,255573,255573,snomed:13645005,chronic obstructive lung disease,snomed:13645005,chronic obstructive pulmonary disease,condition_occurrence,cross domain approximate match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,1,1
crea1,f3_creatin,creatinine at Visit1,Serum creatinine (mg/dl) at 1 month follow-up,,,month 1,Visit3/1month,,3016723,3016723,loinc:2160-0,creatinine [mass/volume] in serum or plasma,loinc:2160-0,creatinine [mass/volume] in serum or plasma,measurement,exact match,follow-up 1 month,follow-up 1 month,continuous_variable,microgram per deciliter,float,continuous_variable,milligram per deciliter,float,1,1
crea12,f6_creatin,creatinine at Visit12,Serum creatinine (mg/dl) at 1 year follow up,,,month 12,Visit6/12months,,3016723,3016723,loinc:2160-0,creatinine [mass/volume] in serum or plasma,loinc:2160-0,creatinine [mass/volume] in serum or plasma,measurement,exact match,follow-up 1 year,follow-up 1 year,continuous_variable,microgram per milliliter,float,continuous_variable,milligram per deciliter,float,1,1
crea18,f7_creatin,creatinine at Visit18,Serum creatinine (mg/dl) at 18 month follow up,,,month 18,Visit7/18months,,3016723,3016723,loinc:2160-0,creatinine [mass/volume] in serum or plasma,loinc:2160-0,creatinine [mass/volume] in serum or plasma,measurement,exact match,follow-up 18 months,follow-up 18 months,continuous_variable,microgram per deciliter,float,continuous_variable,milligram per deciliter,float,1,1
crea3,f4_creatin,creatinine at Visit3,Serum creatinine (mg/dl) at 3 month follow up,,,month 3,Visit4/3months,,3016723,3016723,loinc:2160-0,creatinine [mass/volume] in serum or plasma,loinc:2160-0,creatinine [mass/volume] in serum or plasma,measurement,exact match,follow-up 3 months,follow-up 3 months,continuous_variable,microgram per milliliter,float,continuous_variable,milligram per deciliter,float,1,1
crea6,f5_creatin,creatinine at Visit6,Serum creatinine (mg/dl) at 6 month follow up,,,month 6,Visit5/6months,,3016723,3016723,loinc:2160-0,creatinine [mass/volume] in serum or plasma,loinc:2160-0,creatinine [mass/volume] in serum or plasma,measurement,exact match,follow-up 6 months,follow-up 6 months,continuous_variable,microgram per deciliter,float,continuous_variable,milligram per deciliter,float,1,1
creatinine,creatin,creatinine at baseline,Serum creatinine (mg/dl) at baseline,,,month 0/ baseline,Visit1/baseline,,3016723,3016723,loinc:2160-0,creatinine [mass/volume] in serum or plasma,loinc:2160-0,creatinine [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,microgram per deciliter,float,continuous_variable,milligram per deciliter,float,1,1
crpsensitive,v1_hscrp,high sensitive CRP at baseline ( lab result from centre of inclusion),C-reactive protein high sensitivity at baseline,,,month 0/ baseline,Visit1/baseline,,3010156,3010156,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,measurement,exact match,baseline time,baseline time,continuous_variable,milligram per liter,float,continuous_variable,milligram per liter,float,1,1
diabetes,prediab,history of Diabetes Y/N,Diabetes mellitus at baseline,1=yes|0=no,2 = no | 3 = yes,month 0/ baseline,Visit1/baseline,,201820,201820,snomed:73211009,diabetes mellitus,snomed:73211009,diabetes mellitus,condition_occurrence,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,1,1
doseacebl,dramip,dose ACE-inhibitor expressed as % of target dose at baseline,Dose Ramipril (mg) at baseline,,,month 0/ baseline,Visit1/baseline,,21601784,1334456,atc:c09aa,"""ace inhibitors, plain""",rxnorm:35296,ramipril,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacebl,denala,dose ACE-inhibitor expressed as % of target dose at baseline,Dose Enalapril (mg) at baseline,,,month 0/ baseline,Visit1/baseline,,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,enalapril,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacebl,daltace,dose ACE-inhibitor expressed as % of target dose at baseline,Dose other ACE-inhibitor (mg) at baseline,,,month 0/ baseline,Visit1/baseline,,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,"""ace inhibitors, plain""",drug_exposure,exact match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacebl,dcapto,dose ACE-inhibitor expressed as % of target dose at baseline,Dose Captopril (mg) at baseline,,,month 0/ baseline,Visit1/baseline,,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacebl,dlisino,dose ACE-inhibitor expressed as % of target dose at baseline,Dose Lisinopril (mg) at baseline,,,month 0/ baseline,Visit1/baseline,,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,lisonorpil,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacebl,dtrand,dose ACE-inhibitor expressed as % of target dose at baseline,Dose Trandolapril (mg) at baseline,,,month 0/ baseline,Visit1/baseline,,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,trandolapril,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev1,f3_daltace,dose ACE-inhibitor expressed as % of target dose Visit1,Dose other ACE-inhibitor (mg) at 1 month follow-up,,,month 1,Visit3/1month,,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,"""ace inhibitors, plain""",drug_exposure,exact match,follow-up 1 month,follow-up 1 month,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev1,f3_dcapto,dose ACE-inhibitor expressed as % of target dose Visit1,Dose Captopril (mg) at 1 month follow-up,,,month 1,Visit3/1month,,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,semantic match,follow-up 1 month,follow-up 1 month,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev1,f3_dlisino,dose ACE-inhibitor expressed as % of target dose Visit1,Dose Lisinopril (mg) at 1 month follow-up,,,month 1,Visit3/1month,,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,lisonorpil,drug_exposure,semantic match,follow-up 1 month,follow-up 1 month,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev1,f3_dramip,dose ACE-inhibitor expressed as % of target dose Visit1,Dose Ramipril (mg) at 1 month follow-up,,,month 1,Visit3/1month,,21601784,1334456,atc:c09aa,"""ace inhibitors, plain""",rxnorm:35296,ramipril,drug_exposure,semantic match,follow-up 1 month,follow-up 1 month,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev1,f3_dtrand,dose ACE-inhibitor expressed as % of target dose Visit1,Dose Trandolapril (mg) at 1 month follow-up,,,month 1,Visit3/1month,,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,trandolapril,drug_exposure,semantic match,follow-up 1 month,follow-up 1 month,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev1,f3_denala,dose ACE-inhibitor expressed as % of target dose Visit1,Dose Enalapril (mg) at 1 month follow-up,,,month 1,Visit3/1month,,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,enalapril,drug_exposure,semantic match,follow-up 1 month,follow-up 1 month,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev1,f3_desaltac,dose ACE-inhibitor expressed as % of target dose Visit1,Description other ACE-inhibitor at 1 month follow-up,,,month 1,Visit3/1month,,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,"""ace inhibitors, plain""",drug_exposure,exact match,follow-up 1 month,follow-up 1 month,continuous_variable,percent,float,qualitative_variable,,str,1,1
doseacev12,f6_dlisino,dose ACE-inhibitor expressed as % of target dose Visit12,Dose Lisinopril (mg) at 1 year follow up,,,month 12,Visit6/12months,,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,lisonorpil,drug_exposure,semantic match,follow-up 1 year,follow-up 1 year,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev12,f6_daltace,dose ACE-inhibitor expressed as % of target dose Visit12,Dose other ACE-inhibitor (mg) at 1 year follow up,,,month 12,Visit6/12months,,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,"""ace inhibitors, plain""",drug_exposure,exact match,follow-up 1 year,follow-up 1 year,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev12,f6_denala,dose ACE-inhibitor expressed as % of target dose Visit12,Dose Enalapril (mg) at 1 year follow up,,,month 12,Visit6/12months,,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,enalapril,drug_exposure,semantic match,follow-up 1 year,follow-up 1 year,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev12,f6_dcapto,dose ACE-inhibitor expressed as % of target dose Visit12,Dose Captopril (mg) at 1 year follow up,,,month 12,Visit6/12months,,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,semantic match,follow-up 1 year,follow-up 1 year,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev12,f6_dtrand,dose ACE-inhibitor expressed as % of target dose Visit12,Dose Trandolapril (mg) at 1 year follow up,,,month 12,Visit6/12months,,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,trandolapril,drug_exposure,semantic match,follow-up 1 year,follow-up 1 year,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev12,f6_dramip,dose ACE-inhibitor expressed as % of target dose Visit12,Dose Ramipril (mg) at 1 year follow up,,,month 12,Visit6/12months,,21601784,1334456,atc:c09aa,"""ace inhibitors, plain""",rxnorm:35296,ramipril,drug_exposure,semantic match,follow-up 1 year,follow-up 1 year,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev18,f7_dlisino,dose ACE-inhibitor expressed as % of target dose Visit18,Dose Lisinopril (mg) at 18 month follow up,,,month 18,Visit7/18months,,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,lisonorpil,drug_exposure,semantic match,follow-up 18 months,follow-up 18 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev18,f7_dramip,dose ACE-inhibitor expressed as % of target dose Visit18,Dose Ramipril (mg) at 18 month follow up,,,month 18,Visit7/18months,,21601784,1334456,atc:c09aa,"""ace inhibitors, plain""",rxnorm:35296,ramipril,drug_exposure,semantic match,follow-up 18 months,follow-up 18 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev18,f7_daltace,dose ACE-inhibitor expressed as % of target dose Visit18,Dose other ACE-inhibitor (mg) at 18 month follow up,,,month 18,Visit7/18months,,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,"""ace inhibitors, plain""",drug_exposure,exact match,follow-up 18 months,follow-up 18 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev18,f7_dtrand,dose ACE-inhibitor expressed as % of target dose Visit18,Dose Trandolapril (mg) at 18 month follow up,,,month 18,Visit7/18months,,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,trandolapril,drug_exposure,semantic match,follow-up 18 months,follow-up 18 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev18,f7_dcapto,dose ACE-inhibitor expressed as % of target dose Visit18,Dose Captopril (mg) at 18 month follow up,,,month 18,Visit7/18months,,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,semantic match,follow-up 18 months,follow-up 18 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev18,f7_denala,dose ACE-inhibitor expressed as % of target dose Visit18,Dose Enalapril (mg) at 18 month follow up,,,month 18,Visit7/18months,,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,enalapril,drug_exposure,semantic match,follow-up 18 months,follow-up 18 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev3,f4_dtrand,dose ACE-inhibitor expressed as % of target dose Visit3,Dose Trandolapril (mg) at 3 month follow up,,,month 3,Visit4/3months,,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,trandolapril,drug_exposure,semantic match,follow-up 3 months,follow-up 3 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev3,f4_dramip,dose ACE-inhibitor expressed as % of target dose Visit3,Dose Ramipril (mg) at 3 month follow up,,,month 3,Visit4/3months,,21601784,1334456,atc:c09aa,"""ace inhibitors, plain""",rxnorm:35296,ramipril,drug_exposure,semantic match,follow-up 3 months,follow-up 3 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev3,f4_dlisino,dose ACE-inhibitor expressed as % of target dose Visit3,Dose Lisinopril (mg) at 3 month follow up,,,month 3,Visit4/3months,,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,lisonorpil,drug_exposure,semantic match,follow-up 3 months,follow-up 3 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev3,f4_dcapto,dose ACE-inhibitor expressed as % of target dose Visit3,Dose Captopril (mg) at 3 month follow up,,,month 3,Visit4/3months,,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,semantic match,follow-up 3 months,follow-up 3 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev3,f4_denala,dose ACE-inhibitor expressed as % of target dose Visit3,Dose Enalapril (mg) at 3 month follow up,,,month 3,Visit4/3months,,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,enalapril,drug_exposure,semantic match,follow-up 3 months,follow-up 3 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev3,f4_daltace,dose ACE-inhibitor expressed as % of target dose Visit3,Dose other ACE-inhibitor (mg) at 3 month follow up,,,month 3,Visit4/3months,,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,"""ace inhibitors, plain""",drug_exposure,exact match,follow-up 3 months,follow-up 3 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev6,f5_dcapto,dose ACE-inhibitor expressed as % of target dose Visit6,Dose Captopril (mg) at 6 month follow up,,,month 6,Visit5/6months,,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,semantic match,follow-up 6 months,follow-up 6 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev6,f5_denala,dose ACE-inhibitor expressed as % of target dose Visit6,Dose Enalapril (mg) at 6 month follow up,,,month 6,Visit5/6months,,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,enalapril,drug_exposure,semantic match,follow-up 6 months,follow-up 6 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev6,f5_daltace,dose ACE-inhibitor expressed as % of target dose Visit6,Dose other ACE-inhibitor (mg) at 6 month follow up,,,month 6,Visit5/6months,,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,"""ace inhibitors, plain""",drug_exposure,exact match,follow-up 6 months,follow-up 6 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev6,f5_dtrand,dose ACE-inhibitor expressed as % of target dose Visit6,Dose Trandolapril (mg) at 6 month follow up,,,month 6,Visit5/6months,,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,trandolapril,drug_exposure,semantic match,follow-up 6 months,follow-up 6 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev6,f5_dramip,dose ACE-inhibitor expressed as % of target dose Visit6,Dose Ramipril (mg) at 6 month follow up,,,month 6,Visit5/6months,,21601784,1334456,atc:c09aa,"""ace inhibitors, plain""",rxnorm:35296,ramipril,drug_exposure,semantic match,follow-up 6 months,follow-up 6 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseacev6,f5_dlisino,dose ACE-inhibitor expressed as % of target dose Visit6,Dose Lisinopril (mg) at 6 month follow up,,,month 6,Visit5/6months,,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,lisonorpil,drug_exposure,semantic match,follow-up 6 months,follow-up 6 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseatiibl,dlisino,Dose ATII-antagonist expressed as % of target dose at Baseline,Dose Lisinopril (mg) at baseline,,,month 0/ baseline,Visit1/baseline,,21601823,1308216,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",rxnorm:29046,lisonorpil,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseatiiv1,f3_dlisino,Dose ATII-antagonist expressed as % of target dose at Visit1,Dose Lisinopril (mg) at 1 month follow-up,,,month 1,Visit3/1month,,21601823,1308216,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",rxnorm:29046,lisonorpil,drug_exposure,semantic match,follow-up 1 month,follow-up 1 month,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseatiiv12,f6_dlisino,Dose ATII-antagonist expressed as % of target dose atVisit12,Dose Lisinopril (mg) at 1 year follow up,,,month 12,Visit6/12months,,21601823,1308216,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",rxnorm:29046,lisonorpil,drug_exposure,semantic match,follow-up 1 year,follow-up 1 year,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseatiiv18,f7_dlisino,Dose ATII-antagonist expressed as % of target dose atVisit18,Dose Lisinopril (mg) at 18 month follow up,,,month 18,Visit7/18months,,21601823,1308216,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",rxnorm:29046,lisonorpil,drug_exposure,semantic match,follow-up 18 months,follow-up 18 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseatiiv3,f4_dlisino,Dose ATII-antagonist expressed as % of target dose at Visit3,Dose Lisinopril (mg) at 3 month follow up,,,month 3,Visit4/3months,,21601823,1308216,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",rxnorm:29046,lisonorpil,drug_exposure,semantic match,follow-up 3 months,follow-up 3 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
doseatiiv6,f5_dlisino,Dose ATII-antagonist expressed as % of target dose at Visit6,Dose Lisinopril (mg) at 6 month follow up,,,month 6,Visit5/6months,,21601823,1308216,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",rxnorm:29046,lisonorpil,drug_exposure,semantic match,follow-up 6 months,follow-up 6 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
dosebbbl,dcarve,dose betablocker expressed as % of target dose Baseline,Dose Carvedilol (mg) at baseline,,,month 0/ baseline,Visit1/baseline,,21601665,1346823,atc:c07a,beta blocking agents,rxnorm:20352,carvedilol,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
dosebbbl,dateno,dose betablocker expressed as % of target dose Baseline,Dose Atenolol (mg) at baseline,,,month 0/ baseline,Visit1/baseline,,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
dosebbbl,dbisopro,dose betablocker expressed as % of target dose Baseline,Dose Bisoprolol (mg) at baseline,,,month 0/ baseline,Visit1/baseline,,21601665,1338005,atc:c07a,beta blocking agents,rxnorm:19484,bisoprolol,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
dosebbbl,dosaltbb,dose betablocker expressed as % of target dose Baseline,Dose Other beta blocker (mg) at baseline,,,month 0/ baseline,Visit1/baseline,,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
dosebbbl,dmeto,dose betablocker expressed as % of target dose Baseline,Dose Metoprolol (mg) at baseline,,,month 0/ baseline,Visit1/baseline,,21601665,1307046,atc:c07a,beta blocking agents,rxnorm:6918,metoprolol,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
dosebbv1,f3_dosaltbb,dose betablocker expressed as % of target dose Visit1,Dose Other beta blocker (mg) at 1 month follow-up,,,month 1,Visit3/1month,,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,follow-up 1 month,follow-up 1 month,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
dosebbv1,f3_dcarve,dose betablocker expressed as % of target dose Visit1,Dose Carvedilol (mg) at 1 month follow-up,,,month 1,Visit3/1month,,21601665,1346823,atc:c07a,beta blocking agents,rxnorm:20352,carvedilol,drug_exposure,semantic match,follow-up 1 month,follow-up 1 month,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
dosebbv1,f3_dateno,dose betablocker expressed as % of target dose Visit1,Dose Atenolol (mg) at 1 month follow-up,,,month 1,Visit3/1month,,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,semantic match,follow-up 1 month,follow-up 1 month,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
dosebbv1,f3_dmeto,dose betablocker expressed as % of target dose Visit1,Dose Metoprolol (mg) at 1 month follow-up,,,month 1,Visit3/1month,,21601665,1307046,atc:c07a,beta blocking agents,rxnorm:6918,metoprolol,drug_exposure,semantic match,follow-up 1 month,follow-up 1 month,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
dosebbv1,f3_dbisopro,dose betablocker expressed as % of target dose Visit1,Dose Bisoprolol (mg) at 1 month follow-up,,,month 1,Visit3/1month,,21601665,1338005,atc:c07a,beta blocking agents,rxnorm:19484,bisoprolol,drug_exposure,semantic match,follow-up 1 month,follow-up 1 month,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
dosebbv12,f6_dbisopro,dose betablocker expressed as % of target dose Visit12,Dose Bisoprolol (mg) at 1 year follow up,,,month 12,Visit6/12months,,21601665,1338005,atc:c07a,beta blocking agents,rxnorm:19484,bisoprolol,drug_exposure,semantic match,follow-up 1 year,follow-up 1 year,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
dosebbv12,f6_dcarve,dose betablocker expressed as % of target dose Visit12,Dose Carvedilol (mg) at 1 year follow up,,,month 12,Visit6/12months,,21601665,1346823,atc:c07a,beta blocking agents,rxnorm:20352,carvedilol,drug_exposure,semantic match,follow-up 1 year,follow-up 1 year,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
dosebbv12,f6_dateno,dose betablocker expressed as % of target dose Visit12,Dose Atenolol (mg) at 1 year follow up,,,month 12,Visit6/12months,,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,semantic match,follow-up 1 year,follow-up 1 year,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
dosebbv12,f6_dosaltbb,dose betablocker expressed as % of target dose Visit12,Dose Other beta blocker (mg) at 1 year follow up,,,month 12,Visit6/12months,,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,follow-up 1 year,follow-up 1 year,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
dosebbv12,f6_dmeto,dose betablocker expressed as % of target dose Visit12,Dose Metoprolol (mg) at 1 year follow up,,,month 12,Visit6/12months,,21601665,1307046,atc:c07a,beta blocking agents,rxnorm:6918,metoprolol,drug_exposure,semantic match,follow-up 1 year,follow-up 1 year,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
dosebbv18,f7_dateno,dose betablocker expressed as % of target dose Visit18,Dose Atenolol (mg) at 18 month follow up,,,month 18,Visit7/18months,,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,semantic match,follow-up 18 months,follow-up 18 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
dosebbv18,f7_dcarve,dose betablocker expressed as % of target dose Visit18,Dose Carvedilol (mg) at 18 month follow up,,,month 18,Visit7/18months,,21601665,1346823,atc:c07a,beta blocking agents,rxnorm:20352,carvedilol,drug_exposure,semantic match,follow-up 18 months,follow-up 18 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
dosebbv18,f7_dosaltbb,dose betablocker expressed as % of target dose Visit18,Dose Other beta blocker (mg) at 18 month follow up,,,month 18,Visit7/18months,,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,follow-up 18 months,follow-up 18 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
dosebbv18,f7_dbisopro,dose betablocker expressed as % of target dose Visit18,Dose Bisoprolol (mg) at 18 month follow up,,,month 18,Visit7/18months,,21601665,1338005,atc:c07a,beta blocking agents,rxnorm:19484,bisoprolol,drug_exposure,semantic match,follow-up 18 months,follow-up 18 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
dosebbv18,f7_dmeto,dose betablocker expressed as % of target dose Visit18,Dose Metoprolol (mg) at 18 month follow up,,,month 18,Visit7/18months,,21601665,1307046,atc:c07a,beta blocking agents,rxnorm:6918,metoprolol,drug_exposure,semantic match,follow-up 18 months,follow-up 18 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
dosebbv3,f4_dcarve,dose betablocker expressed as % of target dose Visit3,Dose Carvedilol (mg) at 3 month follow up,,,month 3,Visit4/3months,,21601665,1346823,atc:c07a,beta blocking agents,rxnorm:20352,carvedilol,drug_exposure,semantic match,follow-up 3 months,follow-up 3 months,continuous_variable,percent,float,continuous_variable,milligram,float,1,1
