source,target,somop_id,tomop_id,scode,slabel,tcode,category,Harmonization Status
dosebbv1,f3_altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bb_at_bl,altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bb_at_bl,desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bb_at_bl,dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
blbb,altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
blbb,desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
blbb,dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
v3bb,f4_altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
v3bb,f4_desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
v3bb,f4_dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
v18bb,f7_altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
v18bb,f7_dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
v18bb,f7_desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bbadj3,f4_altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bbadj3,f4_desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bbadj3,f4_dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
dosebbv18,f7_altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
dosebbv18,f7_dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
dosebbv18,f7_desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bb_at_v18,f7_altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bb_at_v18,f7_dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bb_at_v18,f7_desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
dosebbbl,altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
dosebbbl,desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
dosebbbl,dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
dosebbv3,f4_altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
dosebbv3,f4_desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
dosebbv3,f4_dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bbadj6,f5_desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bbadj6,f5_dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bbadj6,f5_altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
dosebbv12,f6_desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
dosebbv12,f6_altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
dosebbv12,f6_dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bb_at_v6,f5_desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bb_at_v6,f5_dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bb_at_v6,f5_altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
v12bb,f6_desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
v12bb,f6_altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
v12bb,f6_dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bb_at_v1,f3_dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bb_at_v1,f3_desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bb_at_v1,f3_altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
dosebbv6,f5_desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
dosebbv6,f5_dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
dosebbv6,f5_altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
ace_at_v3,f4_altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
ace_at_v3,f4_desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
ace_at_v3,f4_daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
doseacev12,f6_desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
doseacev12,f6_daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
doseacev12,f6_altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
ace_at_v12,f6_desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
ace_at_v12,f6_daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
ace_at_v12,f6_altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
ace_at_v6,f5_desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
ace_at_v6,f5_daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
ace_at_v6,f5_altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
blace,altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
blace,daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
blace,desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
v3ace,f4_altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
v3ace,f4_desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
v3ace,f4_daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
aceadjbl,altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
aceadjbl,daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
aceadjbl,desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
doseacev3,f4_altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
doseacev3,f4_desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
doseacev3,f4_daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
aceadj12,f6_desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
aceadj12,f6_daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
aceadj12,f6_altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
ace_at_bl,altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
ace_at_bl,daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
ace_at_bl,desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
doseacebl,altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
doseacebl,daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
doseacebl,desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
v1ace,f3_daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
v1ace,f3_altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
v1ace,f3_desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
ace_at_v1,f3_daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
ace_at_v1,f3_altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
ace_at_v1,f3_desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
v12ace,f6_desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
v12ace,f6_daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
v12ace,f6_altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
aceadj6,f5_desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
aceadj6,f5_daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
aceadj6,f5_altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
aceadj3,f4_altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
aceadj3,f4_desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
aceadj3,f4_daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
doseacev6,f5_desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
doseacev6,f5_daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
doseacev6,f5_altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
v6ace,f5_desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
v6ace,f5_daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
v6ace,f5_altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
aceadj1,f3_daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
aceadj1,f3_altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
aceadj1,f3_desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
doseacev18,f7_daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
doseacev18,f7_altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
doseacev18,f7_desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
doseacev1,f3_daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
doseacev1,f3_altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
doseacev1,f3_desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
v18ace,f7_daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
v18ace,f7_altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
v18ace,f7_desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
ace_at_v18,f7_daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
ace_at_v18,f7_altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
ace_at_v18,f7_desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,drug_exposure,exact match
doseatiiv3,f4_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,drug_exposure,exact match
atiiadj6,f5_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,drug_exposure,exact match
v3atii,f4_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,drug_exposure,exact match
doseatiiv12,f6_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,drug_exposure,exact match
atiiadj1,f3_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,drug_exposure,exact match
blatii,sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,drug_exposure,exact match
v18atii,f7_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,drug_exposure,exact match
atii_at_v3,f4_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,drug_exposure,exact match
atii_at_bl,sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,drug_exposure,exact match
atiiadj12,f6_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,drug_exposure,exact match
atiiadjbl,sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,drug_exposure,exact match
atii_at_v18,f7_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,drug_exposure,exact match
atii_at_v6,f5_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,drug_exposure,exact match
v1atii,f3_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,drug_exposure,exact match
atii_at_v1,f3_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,drug_exposure,exact match
v6atii,f5_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,drug_exposure,exact match
doseatiiv1,f3_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,drug_exposure,exact match
atiiadj3,f4_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,drug_exposure,exact match
atii_at_v12,f6_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,drug_exposure,exact match
doseatiiv18,f7_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,drug_exposure,exact match
doseatiibl,sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,drug_exposure,exact match
doseatiiv6,f5_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,drug_exposure,exact match
v12atii,f6_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,drug_exposure,exact match
statin_dose_bl,openstat,21601855,21601855,atc:c10aa,hmg-coa reductase inhibitor,atc:c10aa,drug_exposure,exact match
statin_dose_bl,descopen,21601855,21601855,atc:c10aa,hmg-coa reductase inhibitor,atc:c10aa,drug_exposure,exact match
statin01,openstat,21601855,21601855,atc:c10aa,hmg-coa reductase inhibitor,atc:c10aa,drug_exposure,exact match
statin01,descopen,21601855,21601855,atc:c10aa,hmg-coa reductase inhibitor,atc:c10aa,drug_exposure,exact match
antidepress,antidepr,21604686,21604686,atc:n06a,antidepressants,atc:n06a,drug_exposure,exact match
hstnt_bl,v1_hstnt,36303871,36303871,loinc:89576-3,troponin t.cardiac panel - serum or plasma by high sensitivity method,loinc:89576-3,measurement,exact match
hstnt_v3,v2_hstnt,36303871,36303871,loinc:89576-3,troponin t.cardiac panel - serum or plasma by high sensitivity method,loinc:89576-3,measurement,exact match
alt,alt,46235106,46235106,loinc:76625-3,alanine aminotransferase [enzymatic activity/volume] in blood,loinc:76625-3,measurement,exact match
alt,ualt,46235106,46235106,loinc:76625-3,alanine aminotransferase [enzymatic activity/volume] in blood,loinc:76625-3,measurement,exact match
alt,lalt,46235106,46235106,loinc:76625-3,alanine aminotransferase [enzymatic activity/volume] in blood,loinc:76625-3,measurement,exact match
gender,sesso,46235213,46235213,loinc:76689-9,sex assigned at birth,loinc:76689-9,person,exact match
bmi,bmi (derived),3038553,3038553,loinc:39156-5,Body mass index (bmi) [ratio],loinc:39156-5,,derived match
egfr_cg_bl,egfr (derived),37169169,37169169,snomed:1556501000000100,Estimated creatinine clearance calculated using actual body weight Cockcroft-Gault formula,snomed:1556501000000100,,derived match
dmyear,prediab,201820,201820,snomed:73211009,diabetes mellitus,snomed:73211009,condition_era|condition_occurrence,approximate match
copd01,prebpco,255573,255573,snomed:13645005,chronic obstructive lung disease,snomed:13645005,condition_occurrence|condition_occurrence,approximate match
copd,prebpco,255573,255573,snomed:13645005,chronic obstructive lung disease,snomed:13645005,condition_occurrence|condition_occurrence,approximate match
causeofheartfailure,mesedia,316139,316139,snomed:84114007,heart failure,snomed:84114007,observation|condition_era,approximate match
causeofheartfailure,annodia,316139,316139,snomed:84114007,heart failure,snomed:84114007,observation|condition_era,approximate match
hypertensionyear,preiper,316866,316866,snomed:38341003,hypertensive disorder,snomed:38341003,condition_era|condition_occurrence,approximate match
bnp3_reached,v2_nt_probnp,3029187,3029187,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,loinc:33762-6,observation|measurement,approximate match
pm01,prepace,4030875,4030875,snomed:14106009,cardiac pacemaker,snomed:14106009,measurement|condition_occurrence,approximate match
ef,metofe,4108582,4108582,snomed:250908004,left ventricular ejection fraction,snomed:250908004,measurement|condition_occurrence,approximate match
rales_01,rantomed,4167669,4167669,snomed:48409008,respiratory crackles,snomed:48409008,observation|measurement,approximate match
rales,rantomed,4167669,4167669,snomed:48409008,respiratory crackles,snomed:48409008,observation|measurement,approximate match
rales_01,rantobas,4167669,4167669,snomed:48409008,respiratory crackles,snomed:48409008,observation|measurement,approximate match
rales,rantobas,4167669,4167669,snomed:48409008,respiratory crackles,snomed:48409008,observation|measurement,approximate match
rales_01,sibipol,4167669,4167669,snomed:48409008,respiratory crackles,snomed:48409008,observation|measurement,approximate match
rales,sibipol,4167669,4167669,snomed:48409008,respiratory crackles,snomed:48409008,observation|measurement,approximate match
s3,tertono,4173821,4173821,snomed:277455002,third heart sound,snomed:277455002,observation|measurement,approximate match
icdyear,predefib,4217646,4217646,snomed:72506001,implantable defibrillator,snomed:72506001,condition_era|condition_occurrence,approximate match
nyha18_class,f7_nyha,4223299,4223299,snomed:420816009,new york heart association classification,snomed:420816009,observation|measurement,approximate match
nyha6_class,f5_nyha,4223299,4223299,snomed:420816009,new york heart association classification,snomed:420816009,observation|measurement,approximate match
nyha_class,nyha,4223299,4223299,snomed:420816009,new york heart association classification,snomed:420816009,observation|measurement,approximate match
nyha1_class,f3_nyha,4223299,4223299,snomed:420816009,new york heart association classification,snomed:420816009,observation|measurement,approximate match
nyha12_class,f6_nyha,4223299,4223299,snomed:420816009,new york heart association classification,snomed:420816009,observation|measurement,approximate match
nyha3_class,f4_nyha,4223299,4223299,snomed:420816009,new york heart association classification,snomed:420816009,observation|measurement,approximate match
edema1,f3_edemperi,4313204,4313204,snomed:423484008,grade of edema,nomed:423484008,measurement|measurement,approximate match
edemahist1,f3_edemperi,4313204,4313204,snomed:423484008,grade of edema,nomed:423484008,measurement|measurement,approximate match
nitratadj6,f5_altrodil,21600316,4158258,atc:c01da,organic nitrates,snomed:372787008,drug_exposure,approximate match
nitratadj6,f5_desaltrd,21600316,4158258,atc:c01da,organic nitrates,snomed:372787008,drug_exposure,approximate match
v6nitrat,f5_altrodil,21600316,4158258,atc:c01da,organic nitrates,snomed:372787008,drug_exposure,approximate match
v6nitrat,f5_desaltrd,21600316,4158258,atc:c01da,organic nitrates,snomed:372787008,drug_exposure,approximate match
nitratadj12,f6_desaltrd,21600316,4158258,atc:c01da,organic nitrates,snomed:372787008,drug_exposure,approximate match
nitratadj12,f6_altrodil,21600316,4158258,atc:c01da,organic nitrates,snomed:372787008,drug_exposure,approximate match
nitratadjbl,altrodil,21600316,4158258,atc:c01da,organic nitrates,snomed:372787008,drug_exposure,approximate match
nitratadjbl,desaltrd,21600316,4158258,atc:c01da,organic nitrates,snomed:372787008,drug_exposure,approximate match
v1nitrat,f3_desaltrd,21600316,4158258,atc:c01da,organic nitrates,snomed:372787008,drug_exposure,approximate match
v1nitrat,f3_altrodil,21600316,4158258,atc:c01da,organic nitrates,snomed:372787008,drug_exposure,approximate match
nitratadj3,f4_altrodil,21600316,4158258,atc:c01da,organic nitrates,snomed:372787008,drug_exposure,approximate match
nitratadj3,f4_desaltrd,21600316,4158258,atc:c01da,organic nitrates,snomed:372787008,drug_exposure,approximate match
nitratadj1,f3_desaltrd,21600316,4158258,atc:c01da,organic nitrates,snomed:372787008,drug_exposure,approximate match
nitratadj1,f3_altrodil,21600316,4158258,atc:c01da,organic nitrates,snomed:372787008,drug_exposure,approximate match
v12nitrat,f6_desaltrd,21600316,4158258,atc:c01da,organic nitrates,snomed:372787008,drug_exposure,approximate match
v12nitrat,f6_altrodil,21600316,4158258,atc:c01da,organic nitrates,snomed:372787008,drug_exposure,approximate match
v3nitrat,f4_altrodil,21600316,4158258,atc:c01da,organic nitrates,snomed:372787008,drug_exposure,approximate match
v3nitrat,f4_desaltrd,21600316,4158258,atc:c01da,organic nitrates,snomed:372787008,drug_exposure,approximate match
v18nitrat,f7_altrodil,21600316,4158258,atc:c01da,organic nitrates,snomed:372787008,drug_exposure,approximate match
v18nitrat,f7_desaltrd,21600316,4158258,atc:c01da,organic nitrates,snomed:372787008,drug_exposure,approximate match
blnitrat,altrodil,21600316,4158258,atc:c01da,organic nitrates,snomed:372787008,drug_exposure,approximate match
blnitrat,desaltrd,21600316,4158258,atc:c01da,organic nitrates,snomed:372787008,drug_exposure,approximate match
paod01,preiper,3654996,316866,snomed:840580004,peripheral arterial disease,snomed:38341003,condition_occurrence,approximate match
paod,preiper,3654996,316866,snomed:840580004,peripheral arterial disease,snomed:38341003,condition_occurrence,approximate match
loop_at_v12,f6_furosemi,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
loop_at_v12,f6_dfurosem,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
loop_dose_v3,f4_furosemi,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
loop_dose_v3,f4_dfurosem,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
loop_at_v18,f7_furosemi,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
loop_at_v18,f7_dfurosem,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
loop_dose_v18,f7_furosemi,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
loop_dose_v18,f7_dfurosem,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
loop_dose_v12,f6_furosemi,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
loop_dose_v12,f6_dfurosem,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
loop_at_v6,f5_furosemi,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
loop_at_v6,f5_dfurosem,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
loop_atv3,f4_furosemi,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
loop_atv3,f4_dfurosem,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
loop_at_bl,dfurosem,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
loop_at_bl,furosemi,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
loop_dose_v6,f5_furosemi,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
loop_dose_v6,f5_dfurosem,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
loop_dose_v1,f3_dfurosem,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
loop_dose_v1,f3_furosemi,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
loop_dose_bl,dfurosem,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
loop_dose_bl,furosemi,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
loop_at_v1,f3_dfurosem,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
loop_at_v1,f3_furosemi,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,drug_exposure,approximate match
